"","date","value","source"
"1",1871-01-01,6.35,3
"2",1871-02-01,6.35,3
"3",1871-03-01,6.35,3
"4",1871-04-01,6.35,3
"5",1871-05-01,6.35,3
"6",1871-06-01,6.35,3
"7",1871-07-01,6.35,3
"8",1871-08-01,6.35,3
"9",1871-09-01,6.35,3
"10",1871-10-01,6.35,3
"11",1871-11-01,6.35,3
"12",1871-12-01,6.35,3
"13",1872-01-01,7.81,3
"14",1872-02-01,7.81,3
"15",1872-03-01,7.81,3
"16",1872-04-01,7.81,3
"17",1872-05-01,7.81,3
"18",1872-06-01,7.81,3
"19",1872-07-01,7.81,3
"20",1872-08-01,7.81,3
"21",1872-09-01,7.81,3
"22",1872-10-01,7.81,3
"23",1872-11-01,7.81,3
"24",1872-12-01,7.81,3
"25",1873-01-01,8.35,3
"26",1873-02-01,8.35,3
"27",1873-03-01,8.35,3
"28",1873-04-01,8.35,3
"29",1873-05-01,8.35,3
"30",1873-06-01,8.35,3
"31",1873-07-01,8.35,3
"32",1873-08-01,8.35,3
"33",1873-09-01,8.35,3
"34",1873-10-01,8.35,3
"35",1873-11-01,8.35,3
"36",1873-12-01,8.35,3
"37",1874-01-01,6.86,3
"38",1874-02-01,6.86,3
"39",1874-03-01,6.86,3
"40",1874-04-01,6.86,3
"41",1874-05-01,6.86,3
"42",1874-06-01,6.86,3
"43",1874-07-01,6.86,3
"44",1874-08-01,6.86,3
"45",1874-09-01,6.86,3
"46",1874-10-01,6.86,3
"47",1874-11-01,6.86,3
"48",1874-12-01,6.86,3
"49",1875-01-01,4.96,3
"50",1875-02-01,4.96,3
"51",1875-03-01,4.96,3
"52",1875-04-01,4.96,3
"53",1875-05-01,4.96,3
"54",1875-06-01,4.96,3
"55",1875-07-01,4.96,3
"56",1875-08-01,4.96,3
"57",1875-09-01,4.96,3
"58",1875-10-01,4.96,3
"59",1875-11-01,4.96,3
"60",1875-12-01,4.96,3
"61",1876-01-01,5.33,3
"62",1876-02-01,5.33,3
"63",1876-03-01,5.33,3
"64",1876-04-01,5.33,3
"65",1876-05-01,5.33,3
"66",1876-06-01,5.33,3
"67",1876-07-01,5.33,3
"68",1876-08-01,5.33,3
"69",1876-09-01,5.33,3
"70",1876-10-01,5.33,3
"71",1876-11-01,5.33,3
"72",1876-12-01,5.33,3
"73",1877-01-01,5.03,3
"74",1877-02-01,5.03,3
"75",1877-03-01,5.03,3
"76",1877-04-01,5.03,3
"77",1877-05-01,5.03,3
"78",1877-06-01,5.03,3
"79",1877-07-01,5.03,3
"80",1877-08-01,5.03,3
"81",1877-09-01,5.03,3
"82",1877-10-01,5.03,3
"83",1877-11-01,5.03,3
"84",1877-12-01,5.03,3
"85",1878-01-01,4.9,3
"86",1878-02-01,4.9,3
"87",1878-03-01,4.9,3
"88",1878-04-01,4.9,3
"89",1878-05-01,4.9,3
"90",1878-06-01,4.9,3
"91",1878-07-01,4.9,3
"92",1878-08-01,4.9,3
"93",1878-09-01,4.9,3
"94",1878-10-01,4.9,3
"95",1878-11-01,4.9,3
"96",1878-12-01,4.9,3
"97",1879-01-01,4.25,3
"98",1879-02-01,4.25,3
"99",1879-03-01,4.25,3
"100",1879-04-01,4.25,3
"101",1879-05-01,4.25,3
"102",1879-06-01,4.25,3
"103",1879-07-01,4.25,3
"104",1879-08-01,4.25,3
"105",1879-09-01,4.25,3
"106",1879-10-01,4.25,3
"107",1879-11-01,4.25,3
"108",1879-12-01,4.25,3
"109",1880-01-01,5.1,3
"110",1880-02-01,5.1,3
"111",1880-03-01,5.1,3
"112",1880-04-01,5.1,3
"113",1880-05-01,5.1,3
"114",1880-06-01,5.1,3
"115",1880-07-01,5.1,3
"116",1880-08-01,5.1,3
"117",1880-09-01,5.1,3
"118",1880-10-01,5.1,3
"119",1880-11-01,5.1,3
"120",1880-12-01,5.1,3
"121",1881-01-01,4.79,3
"122",1881-02-01,4.79,3
"123",1881-03-01,4.79,3
"124",1881-04-01,4.79,3
"125",1881-05-01,4.79,3
"126",1881-06-01,4.79,3
"127",1881-07-01,4.79,3
"128",1881-08-01,4.79,3
"129",1881-09-01,4.79,3
"130",1881-10-01,4.79,3
"131",1881-11-01,4.79,3
"132",1881-12-01,4.79,3
"133",1882-01-01,5.26,3
"134",1882-02-01,5.26,3
"135",1882-03-01,5.26,3
"136",1882-04-01,5.26,3
"137",1882-05-01,5.26,3
"138",1882-06-01,5.26,3
"139",1882-07-01,5.26,3
"140",1882-08-01,5.26,3
"141",1882-09-01,5.26,3
"142",1882-10-01,5.26,3
"143",1882-11-01,5.26,3
"144",1882-12-01,5.26,3
"145",1883-01-01,5.35,3
"146",1883-02-01,5.35,3
"147",1883-03-01,5.35,3
"148",1883-04-01,5.35,3
"149",1883-05-01,5.35,3
"150",1883-06-01,5.35,3
"151",1883-07-01,5.35,3
"152",1883-08-01,5.35,3
"153",1883-09-01,5.35,3
"154",1883-10-01,5.35,3
"155",1883-11-01,5.35,3
"156",1883-12-01,5.35,3
"157",1884-01-01,5.65,3
"158",1884-02-01,5.65,3
"159",1884-03-01,5.65,3
"160",1884-04-01,5.65,3
"161",1884-05-01,5.65,3
"162",1884-06-01,5.65,3
"163",1884-07-01,5.65,3
"164",1884-08-01,5.65,3
"165",1884-09-01,5.65,3
"166",1884-10-01,5.65,3
"167",1884-11-01,5.65,3
"168",1884-12-01,5.65,3
"169",1885-01-01,4.22,3
"170",1885-02-01,4.22,3
"171",1885-03-01,4.22,3
"172",1885-04-01,4.22,3
"173",1885-05-01,4.22,3
"174",1885-06-01,4.22,3
"175",1885-07-01,4.22,3
"176",1885-08-01,4.22,3
"177",1885-09-01,4.22,3
"178",1885-10-01,4.22,3
"179",1885-11-01,4.22,3
"180",1885-12-01,4.22,3
"181",1886-01-01,4.26,3
"182",1886-02-01,4.26,3
"183",1886-03-01,4.26,3
"184",1886-04-01,4.26,3
"185",1886-05-01,4.26,3
"186",1886-06-01,4.26,3
"187",1886-07-01,4.26,3
"188",1886-08-01,4.26,3
"189",1886-09-01,4.26,3
"190",1886-10-01,4.26,3
"191",1886-11-01,4.26,3
"192",1886-12-01,4.26,3
"193",1887-01-01,6.11,3
"194",1887-02-01,6.11,3
"195",1887-03-01,6.11,3
"196",1887-04-01,6.11,3
"197",1887-05-01,6.11,3
"198",1887-06-01,6.11,3
"199",1887-07-01,6.11,3
"200",1887-08-01,6.11,3
"201",1887-09-01,6.11,3
"202",1887-10-01,6.11,3
"203",1887-11-01,6.11,3
"204",1887-12-01,6.11,3
"205",1888-01-01,5.02,3
"206",1888-02-01,5.02,3
"207",1888-03-01,5.02,3
"208",1888-04-01,5.02,3
"209",1888-05-01,5.02,3
"210",1888-06-01,5.02,3
"211",1888-07-01,5.02,3
"212",1888-08-01,5.02,3
"213",1888-09-01,5.02,3
"214",1888-10-01,5.02,3
"215",1888-11-01,5.02,3
"216",1888-12-01,5.02,3
"217",1889-01-01,4.68,3
"218",1889-02-01,4.68,3
"219",1889-03-01,4.68,3
"220",1889-04-01,4.68,3
"221",1889-05-01,4.68,3
"222",1889-06-01,4.68,3
"223",1889-07-01,4.68,3
"224",1889-08-01,4.68,3
"225",1889-09-01,4.68,3
"226",1889-10-01,4.68,3
"227",1889-11-01,4.68,3
"228",1889-12-01,4.68,3
"229",1890-01-01,5.41,3
"230",1890-02-01,5.41,3
"231",1890-03-01,5.41,3
"232",1890-04-01,5.41,3
"233",1890-05-01,5.41,3
"234",1890-06-01,5.41,3
"235",1890-07-01,5.41,3
"236",1890-08-01,5.41,3
"237",1890-09-01,5.41,3
"238",1890-10-01,5.41,3
"239",1890-11-01,5.41,3
"240",1890-12-01,5.41,3
"241",1891-01-01,5.97,3
"242",1891-02-01,5.97,3
"243",1891-03-01,5.97,3
"244",1891-04-01,5.97,3
"245",1891-05-01,5.97,3
"246",1891-06-01,5.97,3
"247",1891-07-01,5.97,3
"248",1891-08-01,5.97,3
"249",1891-09-01,5.97,3
"250",1891-10-01,5.97,3
"251",1891-11-01,5.97,3
"252",1891-12-01,5.97,3
"253",1892-01-01,3.93,3
"254",1892-02-01,3.93,3
"255",1892-03-01,3.93,3
"256",1892-04-01,3.93,3
"257",1892-05-01,3.93,3
"258",1892-06-01,3.93,3
"259",1892-07-01,3.93,3
"260",1892-08-01,3.93,3
"261",1892-09-01,3.93,3
"262",1892-10-01,3.93,3
"263",1892-11-01,3.93,3
"264",1892-12-01,3.93,3
"265",1893-01-01,8.52,3
"266",1893-02-01,8.52,3
"267",1893-03-01,8.52,3
"268",1893-04-01,8.52,3
"269",1893-05-01,8.52,3
"270",1893-06-01,8.52,3
"271",1893-07-01,8.52,3
"272",1893-08-01,8.52,3
"273",1893-09-01,8.52,3
"274",1893-10-01,8.52,3
"275",1893-11-01,8.52,3
"276",1893-12-01,8.52,3
"277",1894-01-01,3.32,3
"278",1894-02-01,3.32,3
"279",1894-03-01,3.32,3
"280",1894-04-01,3.32,3
"281",1894-05-01,3.32,3
"282",1894-06-01,3.32,3
"283",1894-07-01,3.32,3
"284",1894-08-01,3.32,3
"285",1894-09-01,3.32,3
"286",1894-10-01,3.32,3
"287",1894-11-01,3.32,3
"288",1894-12-01,3.32,3
"289",1895-01-01,3.09,3
"290",1895-02-01,3.09,3
"291",1895-03-01,3.09,3
"292",1895-04-01,3.09,3
"293",1895-05-01,3.09,3
"294",1895-06-01,3.09,3
"295",1895-07-01,3.09,3
"296",1895-08-01,3.09,3
"297",1895-09-01,3.09,3
"298",1895-10-01,3.09,3
"299",1895-11-01,3.09,3
"300",1895-12-01,3.09,3
"301",1896-01-01,5.76,3
"302",1896-02-01,5.76,3
"303",1896-03-01,5.76,3
"304",1896-04-01,5.76,3
"305",1896-05-01,5.76,3
"306",1896-06-01,5.76,3
"307",1896-07-01,5.76,3
"308",1896-08-01,5.76,3
"309",1896-09-01,5.76,3
"310",1896-10-01,5.76,3
"311",1896-11-01,5.76,3
"312",1896-12-01,5.76,3
"313",1897-01-01,3.44,3
"314",1897-02-01,3.44,3
"315",1897-03-01,3.44,3
"316",1897-04-01,3.44,3
"317",1897-05-01,3.44,3
"318",1897-06-01,3.44,3
"319",1897-07-01,3.44,3
"320",1897-08-01,3.44,3
"321",1897-09-01,3.44,3
"322",1897-10-01,3.44,3
"323",1897-11-01,3.44,3
"324",1897-12-01,3.44,3
"325",1898-01-01,3.55,3
"326",1898-02-01,3.55,3
"327",1898-03-01,3.55,3
"328",1898-04-01,3.55,3
"329",1898-05-01,3.55,3
"330",1898-06-01,3.55,3
"331",1898-07-01,3.55,3
"332",1898-08-01,3.55,3
"333",1898-09-01,3.55,3
"334",1898-10-01,3.55,3
"335",1898-11-01,3.55,3
"336",1898-12-01,3.55,3
"337",1899-01-01,3.36,3
"338",1899-02-01,3.36,3
"339",1899-03-01,3.36,3
"340",1899-04-01,3.36,3
"341",1899-05-01,3.36,3
"342",1899-06-01,3.36,3
"343",1899-07-01,3.36,3
"344",1899-08-01,3.36,3
"345",1899-09-01,3.36,3
"346",1899-10-01,3.36,3
"347",1899-11-01,3.36,3
"348",1899-12-01,3.36,3
"349",1900-01-01,4.64,3
"350",1900-02-01,4.64,3
"351",1900-03-01,4.64,3
"352",1900-04-01,4.64,3
"353",1900-05-01,4.64,3
"354",1900-06-01,4.64,3
"355",1900-07-01,4.64,3
"356",1900-08-01,4.64,3
"357",1900-09-01,4.64,3
"358",1900-10-01,4.64,3
"359",1900-11-01,4.64,3
"360",1900-12-01,4.64,3
"361",1901-01-01,4.3,3
"362",1901-02-01,4.3,3
"363",1901-03-01,4.3,3
"364",1901-04-01,4.3,3
"365",1901-05-01,4.3,3
"366",1901-06-01,4.3,3
"367",1901-07-01,4.3,3
"368",1901-08-01,4.3,3
"369",1901-09-01,4.3,3
"370",1901-10-01,4.3,3
"371",1901-11-01,4.3,3
"372",1901-12-01,4.3,3
"373",1902-01-01,4.72,3
"374",1902-02-01,4.72,3
"375",1902-03-01,4.72,3
"376",1902-04-01,4.72,3
"377",1902-05-01,4.72,3
"378",1902-06-01,4.72,3
"379",1902-07-01,4.72,3
"380",1902-08-01,4.72,3
"381",1902-09-01,4.72,3
"382",1902-10-01,4.72,3
"383",1902-11-01,4.72,3
"384",1902-12-01,4.72,3
"385",1903-01-01,5.5,3
"386",1903-02-01,5.5,3
"387",1903-03-01,5.5,3
"388",1903-04-01,5.5,3
"389",1903-05-01,5.5,3
"390",1903-06-01,5.5,3
"391",1903-07-01,5.5,3
"392",1903-08-01,5.5,3
"393",1903-09-01,5.5,3
"394",1903-10-01,5.5,3
"395",1903-11-01,5.5,3
"396",1903-12-01,5.5,3
"397",1904-01-01,4.34,3
"398",1904-02-01,4.34,3
"399",1904-03-01,4.34,3
"400",1904-04-01,4.34,3
"401",1904-05-01,4.34,3
"402",1904-06-01,4.34,3
"403",1904-07-01,4.34,3
"404",1904-08-01,4.34,3
"405",1904-09-01,4.34,3
"406",1904-10-01,4.34,3
"407",1904-11-01,4.34,3
"408",1904-12-01,4.34,3
"409",1905-01-01,4.17,3
"410",1905-02-01,4.17,3
"411",1905-03-01,4.17,3
"412",1905-04-01,4.17,3
"413",1905-05-01,4.17,3
"414",1905-06-01,4.17,3
"415",1905-07-01,4.17,3
"416",1905-08-01,4.17,3
"417",1905-09-01,4.17,3
"418",1905-10-01,4.17,3
"419",1905-11-01,4.17,3
"420",1905-12-01,4.17,3
"421",1906-01-01,5.47,3
"422",1906-02-01,5.47,3
"423",1906-03-01,5.47,3
"424",1906-04-01,5.47,3
"425",1906-05-01,5.47,3
"426",1906-06-01,5.47,3
"427",1906-07-01,5.47,3
"428",1906-08-01,5.47,3
"429",1906-09-01,5.47,3
"430",1906-10-01,5.47,3
"431",1906-11-01,5.47,3
"432",1906-12-01,5.47,3
"433",1907-01-01,6.23,3
"434",1907-02-01,6.23,3
"435",1907-03-01,6.23,3
"436",1907-04-01,6.23,3
"437",1907-05-01,6.23,3
"438",1907-06-01,6.23,3
"439",1907-07-01,6.23,3
"440",1907-08-01,6.23,3
"441",1907-09-01,6.23,3
"442",1907-10-01,6.23,3
"443",1907-11-01,6.23,3
"444",1907-12-01,6.23,3
"445",1908-01-01,5.32,3
"446",1908-02-01,5.32,3
"447",1908-03-01,5.32,3
"448",1908-04-01,5.32,3
"449",1908-05-01,5.32,3
"450",1908-06-01,5.32,3
"451",1908-07-01,5.32,3
"452",1908-08-01,5.32,3
"453",1908-09-01,5.32,3
"454",1908-10-01,5.32,3
"455",1908-11-01,5.32,3
"456",1908-12-01,5.32,3
"457",1909-01-01,3.65,3
"458",1909-02-01,3.65,3
"459",1909-03-01,3.65,3
"460",1909-04-01,3.65,3
"461",1909-05-01,3.65,3
"462",1909-06-01,3.65,3
"463",1909-07-01,3.65,3
"464",1909-08-01,3.65,3
"465",1909-09-01,3.65,3
"466",1909-10-01,3.65,3
"467",1909-11-01,3.65,3
"468",1909-12-01,3.65,3
"469",1910-01-01,5.26,3
"470",1910-02-01,5.26,3
"471",1910-03-01,5.26,3
"472",1910-04-01,5.26,3
"473",1910-05-01,5.26,3
"474",1910-06-01,5.26,3
"475",1910-07-01,5.26,3
"476",1910-08-01,5.26,3
"477",1910-09-01,5.26,3
"478",1910-10-01,5.26,3
"479",1910-11-01,5.26,3
"480",1910-12-01,5.26,3
"481",1911-01-01,4,3
"482",1911-02-01,4,3
"483",1911-03-01,4,3
"484",1911-04-01,4,3
"485",1911-05-01,4,3
"486",1911-06-01,4,3
"487",1911-07-01,4,3
"488",1911-08-01,4,3
"489",1911-09-01,4,3
"490",1911-10-01,4,3
"491",1911-11-01,4,3
"492",1911-12-01,4,3
"493",1912-01-01,4.35,3
"494",1912-02-01,4.35,3
"495",1912-03-01,4.35,3
"496",1912-04-01,4.35,3
"497",1912-05-01,4.35,3
"498",1912-06-01,4.35,3
"499",1912-07-01,4.35,3
"500",1912-08-01,4.35,3
"501",1912-09-01,4.35,3
"502",1912-10-01,4.35,3
"503",1912-11-01,4.35,3
"504",1912-12-01,4.35,3
"505",1913-01-01,5.65,3
"506",1913-02-01,5.65,3
"507",1913-03-01,5.65,3
"508",1913-04-01,5.65,3
"509",1913-05-01,5.65,3
"510",1913-06-01,5.65,3
"511",1913-07-01,5.65,3
"512",1913-08-01,5.65,3
"513",1913-09-01,5.65,3
"514",1913-10-01,5.65,3
"515",1913-11-01,5.65,3
"516",1913-12-01,5.65,3
"517",1914-01-01,4.64,3
"518",1914-02-01,4.64,3
"519",1914-03-01,4.64,3
"520",1914-04-01,4.64,3
"521",1914-05-01,4.64,3
"522",1914-06-01,4.64,3
"523",1914-07-01,4.64,3
"524",1914-08-01,4.64,3
"525",1914-09-01,4.64,3
"526",1914-10-01,4.64,3
"527",1914-11-01,4.64,3
"528",1914-12-01,4.64,3
"529",1915-01-01,3.65,3
"530",1915-02-01,3.65,3
"531",1915-03-01,3.65,3
"532",1915-04-01,3.65,3
"533",1915-05-01,3.65,3
"534",1915-06-01,3.65,3
"535",1915-07-01,3.65,3
"536",1915-08-01,3.65,3
"537",1915-09-01,3.65,3
"538",1915-10-01,3.65,3
"539",1915-11-01,3.65,3
"540",1915-12-01,3.65,3
"541",1916-01-01,3.64,3
"542",1916-02-01,3.64,3
"543",1916-03-01,3.64,3
"544",1916-04-01,3.64,3
"545",1916-05-01,3.64,3
"546",1916-06-01,3.64,3
"547",1916-07-01,3.64,3
"548",1916-08-01,3.64,3
"549",1916-09-01,3.64,3
"550",1916-10-01,3.64,3
"551",1916-11-01,3.64,3
"552",1916-12-01,3.64,3
"553",1917-01-01,4.25,3
"554",1917-02-01,4.25,3
"555",1917-03-01,4.25,3
"556",1917-04-01,4.25,3
"557",1917-05-01,4.25,3
"558",1917-06-01,4.25,3
"559",1917-07-01,4.25,3
"560",1917-08-01,4.25,3
"561",1917-09-01,4.25,3
"562",1917-10-01,4.25,3
"563",1917-11-01,4.25,3
"564",1917-12-01,4.25,3
"565",1918-01-01,5.98,3
"566",1918-02-01,5.98,3
"567",1918-03-01,5.98,3
"568",1918-04-01,5.98,3
"569",1918-05-01,5.98,3
"570",1918-06-01,5.98,3
"571",1918-07-01,5.98,3
"572",1918-08-01,5.98,3
"573",1918-09-01,5.98,3
"574",1918-10-01,5.98,3
"575",1918-11-01,5.98,3
"576",1918-12-01,5.98,3
"577",1919-01-01,5.56,3
"578",1919-02-01,5.56,3
"579",1919-03-01,5.56,3
"580",1919-04-01,5.56,3
"581",1919-05-01,5.56,3
"582",1919-06-01,5.56,3
"583",1919-07-01,5.56,3
"584",1919-08-01,5.56,3
"585",1919-09-01,5.56,3
"586",1919-10-01,5.56,3
"587",1919-11-01,5.56,3
"588",1919-12-01,5.56,3
"589",1920-01-01,4.5,1
"590",1920-02-01,4.5,1
"591",1920-03-01,4.75,1
"592",1920-04-01,5.25,1
"593",1920-05-01,5.5,1
"594",1920-06-01,5.75,1
"595",1920-07-01,5.81,1
"596",1920-08-01,5.83,1
"597",1920-09-01,5.81,1
"598",1920-10-01,5.75,1
"599",1920-11-01,5.75,1
"600",1920-12-01,5.88,1
"601",1921-01-01,5.67,1
"602",1921-02-01,5.3,1
"603",1921-03-01,5.38,1
"604",1921-04-01,5.2,1
"605",1921-05-01,5.16,1
"606",1921-06-01,4.99,1
"607",1921-07-01,4.6,1
"608",1921-08-01,4.75,1
"609",1921-09-01,4.75,1
"610",1921-10-01,4.21,1
"611",1921-11-01,4.03,1
"612",1921-12-01,3.9,1
"613",1922-01-01,3.9,1
"614",1922-02-01,3.81,1
"615",1922-03-01,3.55,1
"616",1922-04-01,3.21,1
"617",1922-05-01,3.25,1
"618",1922-06-01,3.25,1
"619",1922-07-01,3.2,1
"620",1922-08-01,3.13,1
"621",1922-09-01,3.34,1
"622",1922-10-01,3.71,1
"623",1922-11-01,3.66,1
"624",1922-12-01,3.65,1
"625",1923-01-01,3.66,1
"626",1923-02-01,3.65,1
"627",1923-03-01,4.12,1
"628",1923-04-01,4.13,1
"629",1923-05-01,3.95,1
"630",1923-06-01,3.84,1
"631",1923-07-01,3.91,1
"632",1923-08-01,3.86,1
"633",1923-09-01,4.01,1
"634",1923-10-01,4.22,1
"635",1923-11-01,3.94,1
"636",1923-12-01,3.88,1
"637",1924-01-01,3.76,1
"638",1924-02-01,3.54,1
"639",1924-03-01,3.57,1
"640",1924-04-01,3.38,1
"641",1924-05-01,2.29,1
"642",1924-06-01,2.44,1
"643",1924-07-01,1.92,1
"644",1924-08-01,1.9,1
"645",1924-09-01,2.14,1
"646",1924-10-01,2.41,1
"647",1924-11-01,2.58,1
"648",1924-12-01,2.57,1
"649",1925-01-01,2.61,1
"650",1925-02-01,2.62,1
"651",1925-03-01,2.78,1
"652",1925-04-01,2.78,1
"653",1925-05-01,2.73,1
"654",1925-06-01,2.86,1
"655",1925-07-01,3.06,1
"656",1925-08-01,3.01,1
"657",1925-09-01,3.17,1
"658",1925-10-01,3.53,1
"659",1925-11-01,3.65,1
"660",1925-12-01,3.51,1
"661",1926-01-01,3.49,1
"662",1926-02-01,3.18,1
"663",1926-03-01,3.14,1
"664",1926-04-01,3.08,1
"665",1926-05-01,3.17,1
"666",1926-06-01,2.93,1
"667",1926-07-01,3.11,1
"668",1926-08-01,3.27,1
"669",1926-09-01,3.42,1
"670",1926-10-01,3.58,1
"671",1926-11-01,3.35,1
"672",1926-12-01,3.07,1
"673",1927-01-01,3.23,1
"674",1927-02-01,3.29,1
"675",1927-03-01,3.2,1
"676",1927-04-01,3.39,1
"677",1927-05-01,3.33,1
"678",1927-06-01,3.07,1
"679",1927-07-01,2.96,1
"680",1927-08-01,2.7,1
"681",1927-09-01,2.68,1
"682",1927-10-01,3.08,1
"683",1927-11-01,3.04,1
"684",1927-12-01,3.17,1
"685",1928-01-01,3.31,1
"686",1928-02-01,3.33,1
"687",1928-03-01,3.27,1
"688",1928-04-01,3.62,1
"689",1928-05-01,3.9,1
"690",1928-06-01,3.92,1
"691",1928-07-01,4.12,1
"692",1928-08-01,4.36,1
"693",1928-09-01,4.57,1
"694",1928-10-01,4.7,1
"695",1928-11-01,4.26,1
"696",1928-12-01,4.26,1
"697",1929-01-01,4.66,1
"698",1929-02-01,4.39,1
"699",1929-03-01,4.6,1
"700",1929-04-01,4.8,1
"701",1929-05-01,5.09,1
"702",1929-06-01,4.8,1
"703",1929-07-01,4.55,1
"704",1929-08-01,4.7,1
"705",1929-09-01,4.58,1
"706",1929-10-01,4.37,1
"707",1929-11-01,3.47,1
"708",1929-12-01,3.03,1
"709",1930-01-01,3.39,1
"710",1930-02-01,3.36,1
"711",1930-03-01,2.95,1
"712",1930-04-01,3,1
"713",1930-05-01,2.41,1
"714",1930-06-01,1.89,1
"715",1930-07-01,1.83,1
"716",1930-08-01,1.53,1
"717",1930-09-01,1.77,1
"718",1930-10-01,1.74,1
"719",1930-11-01,1.4,1
"720",1930-12-01,1.48,1
"721",1931-01-01,1.24,1
"722",1931-02-01,1.06,1
"723",1931-03-01,1.38,1
"724",1931-04-01,1.49,1
"725",1931-05-01,0.88,1
"726",1931-06-01,0.55,1
"727",1931-07-01,0.41,1
"728",1931-08-01,0.42,1
"729",1931-09-01,0.45,1
"730",1931-10-01,1.7,1
"731",1931-11-01,1.77,1
"732",1931-12-01,2.41,1
"733",1932-01-01,2.48,1
"734",1932-02-01,2.42,1
"735",1932-03-01,2.25,1
"736",1932-04-01,1.11,1
"737",1932-05-01,0.31,1
"738",1932-06-01,0.34,1
"739",1932-07-01,0.22,1
"740",1932-08-01,0.14,1
"741",1932-09-01,0.03,1
"742",1932-10-01,0.01,1
"743",1932-11-01,0.01,1
"744",1932-12-01,0.04,1
"745",1933-01-01,0.07,1
"746",1933-02-01,0.01,1
"747",1933-03-01,1.34,1
"748",1933-04-01,0.45,1
"749",1933-05-01,0.29,1
"750",1933-06-01,0.07,1
"751",1933-07-01,0.19,1
"752",1933-08-01,0.01,1
"753",1933-09-01,0.04,1
"754",1933-10-01,0.09,1
"755",1933-11-01,0.22,1
"756",1933-12-01,0.29,1
"757",1934-01-01,0.72,2
"758",1934-02-01,0.62,2
"759",1934-03-01,0.24,2
"760",1934-04-01,0.15,2
"761",1934-05-01,0.16,2
"762",1934-06-01,0.15,2
"763",1934-07-01,0.15,2
"764",1934-08-01,0.19,2
"765",1934-09-01,0.21,2
"766",1934-10-01,0.27,2
"767",1934-11-01,0.25,2
"768",1934-12-01,0.23,2
"769",1935-01-01,0.2,2
"770",1935-02-01,0.19,2
"771",1935-03-01,0.15,2
"772",1935-04-01,0.15,2
"773",1935-05-01,0.15,2
"774",1935-06-01,0.15,2
"775",1935-07-01,0.15,2
"776",1935-08-01,0.16,2
"777",1935-09-01,0.2,2
"778",1935-10-01,0.2,2
"779",1935-11-01,0.16,2
"780",1935-12-01,0.15,2
"781",1936-01-01,0.2,2
"782",1936-02-01,0.2,2
"783",1936-03-01,0.2,2
"784",1936-04-01,0.2,2
"785",1936-05-01,0.2,2
"786",1936-06-01,0.2,2
"787",1936-07-01,0.15,2
"788",1936-08-01,0.2,2
"789",1936-09-01,0.16,2
"790",1936-10-01,0.13,2
"791",1936-11-01,0.11,2
"792",1936-12-01,0.12,2
"793",1937-01-01,0.17,2
"794",1937-02-01,0.15,2
"795",1937-03-01,0.38,2
"796",1937-04-01,0.56,2
"797",1937-05-01,0.41,2
"798",1937-06-01,0.36,2
"799",1937-07-01,0.28,2
"800",1937-08-01,0.29,2
"801",1937-09-01,0.31,2
"802",1937-10-01,0.2,2
"803",1937-11-01,0.09,2
"804",1937-12-01,0.11,2
"805",1938-01-01,0.1,2
"806",1938-02-01,0.08,2
"807",1938-03-01,0.08,2
"808",1938-04-01,0.09,2
"809",1938-05-01,0.05,2
"810",1938-06-01,0.05,2
"811",1938-07-01,0.07,2
